,id,tweet_id,aggression,offense,codemixed,tweet_text
2573,45538,1573017534777159680,0,0,0,@DmAraria I don't know this tweet is helpful for Araria district or not but in my Village open defecation is a huge problem
2574,45539,1573012726040825856,1,1,0,"@VedicWisdom1 @entropied2223 I would be type 1 AS and proudly so. 🤣🤣😂😂

Better to be that than being a open defecation loving trad any day."
2575,45540,1573011724197777408,2,1,1,
2576,45541,1572977259404992512,2,0,0,"@amir_pakiza @OverCovers_ @aayushgarg01 @Fanpointofviews Are aapa india is already open defecation free .. looks like ur still living in 2019 .. 
Meanwhile pak still has 41 million ppl who shits on road"
2577,45542,1572953869977800706,0,0,0,"Thank you @KanoStateGovt, @aksgovt, and @BornoGovt for your work thus far on the #SDGs. Please join Global Citizen in 2020 and commit between USD $14-21 million to help end open defecation for the citizens you represent. 💧 🇳🇬 🚽"
2578,45543,1572917953087307779,1,0,1,"@GoI_MeitY @Rajeev_GoI @MSDESkillIndia @swachhbharat @mygovindia @NeGD_GoI @UmangOfficial_ @_DigitalIndia @Electronics_GoI @stpiindia @UIDAI @NIELITIndia @inregistry @NICMeity No action is being taken by Malegaon Municipal corporation about complaints lodged on swachchta app.
As long as Sangita dahegode was commissioner, swachchta activities were nice. Now open defecation, plastic &amp; kachra burning into sizings, plastic karkhanas blood into gutters by.."
2579,45544,1572900065533988870,0,0,0,@mahimavashisht @_Ritukataria @womaninginindia I know a woman who works in the health department. One of the first things they are supposed to advocate and emphasise on to the villagers is 'Say NO to open defecation' and sanitary hygiene. The biggest irony is there is no toilet and running water in their sub-centre.
2580,45545,1572842745605267458,0,0,0,@lollylarry1 They are trying to encourage open defecation by giving them kettle to put water and tissue to clean bumbum.
2581,45546,1572836355679604737,0,0,0,"@SandyHorne61 Squatting behind a bush (aka open defecation is one of the easiest ways to spread infections diseases.

Cc: @WorldToilet"
2582,45547,1572820270423101441,1,1,0,"@Red_Devil717 @bikashRD11 @simran_waliya @ANI @SinghTivendra I do not know what""ricebags"" are if you mean to intend a group of people. Perhaps you can enlighten me so that I can answer.

But I do know for a fact that North India is the open defecation hotspot of the world 😂 People still think nothing of squatting on streets and fields !"
2583,45548,1572816942003814401,1,1,0,"@Red_Devil717 @simran_waliya @ANI @SinghTivendra No, check the human development reports, silly. North India is still the open defecation hot spot of the world."
2584,45549,1572517532569075712,1,0,0,"Unplanned urbanisation, obsolete sewerage system and lack of public toilets have turned Kathmandu into an open defecation zone, the paradise for mosquitoes and diseases. Everyone wants to live here but nobody cares about its problems."
2585,45550,1572485833630027776,2,0,1,"Open defecation shouldn't be a thing in 2022,  I just had a long walk along lasu iyanaba road,  omo you need to see the big big shit 💩💩💩💩 with different colours I saw on the road side.

My mental health is destroyed..my brain needs formatting 

Bolt datti orji uzor kalu lagos"
2586,45551,1572483708174868487,0,0,0,@rsunkara @vishu_mahajan Huge applause 👏👏👏. By allotting house you guys prevented open defecation practices too👏
2587,45552,1572483616990691328,0,0,0,
2588,45553,1572460862077804545,0,0,0,Romanticizing open defecation under heavy rain to enjoy the melancholy
2589,45554,1572455792447524864,1,1,1,"@Rakhi_SAW1 You shoukd marry Pappu ! IQ same@level Donyou know butter train work could not continue because of MBA give and progress in Gujarat good !
Do you see shit around in cities ? No open defecation ! Stick to Swayamvar !"
2590,45555,1572326987611643904,1,1,0,"@Naija_PR 🤡 🤡  workbook wey give us 23% inflation, 33% unemployment, 20 million out-of-school children, #700 to $1, poverty capital of the world, highest in open defecation, highest in infant mortality rate. 
Jokers everywhere 😭😭😭"
2591,45556,1572270068960210945,1,0,0,"@kmc_kolkata @CMOfficeWB @wbdhfw @KolkataPolice Dear Team, Thank You for the great work you are doing. COULD YOU PLEASE CHECK AND ENFORCE RULES TO STOP OPEN DEFECATION AT BABUGHAT PRINCEP GHAT, EDEN GARDENS AREA. The current environment is terrible and will lead to diseases"
2592,45557,1572241280075452416,2,1,0,
2593,45558,1572194707228311552,0,0,0,
2594,45559,1572174120720437248,0,0,0,Open defecation is the human practice of defecating outside (in the open) rather than into a toilet. @OGSG_Official through the Ministry is committed to eliminate open defecation by changing social behaviour and building basic and well-managed sanitation systems in communities
2595,45562,1572110697311637504,0,1,0,
2596,45563,1572026339368275969,2,1,0,"@proud2babhakt @minarchis1 @libsoftiktok Been to India many times and I have never seen such desperate people in my whole life. Millions of people live in squalor, open defecation, malnutrition is rampant, and on and on. 

A few Indians are in top positions, yet hundreds of millions go to sleep every night starving."
2597,45564,1571947204964716550,2,1,0,"After being colonized by Turkish, Portuguese, Arabs and British, Coastal people are still shamelessly practicing Open defecation."
2598,45565,1571933464387256320,1,0,0,"@IjeomaIfeanyi04 It's just like ban on open defecation.
Where are the public toilets?
Just ban for banning sack."
2599,45566,1571914269792538624,0,0,0,"@pursueyrdreams @YusufMoeed Maybe marginally better
Not 'much better' 😂😂
Both are not good when it comes to sanitation and still practice open defecation"
2600,45567,1571882519674654727,0,0,0,"@HFWOdisha @CMO_Odisha Won't it also be prudent &amp; fruitful to announce cash rewards for similar other offenses like open defecation, spitting in public, dumping domestic garbage on public places etc.  ? You have to tell us you mean business &amp; no leniency."
2601,45568,1571872925610811394,0,0,0,@DGBassani I think open defecation and urination is an everyday occurrence in SF...
2602,45569,1571856822075817987,0,0,1,all villages on the Andaman and Nicobar Islands have received the Har Ghar Jal certification and have been verified as ODF plus open defecation free. Safe and secure drinking water supply and its management is a crucial aspect of the Sujal and Swachh.
2603,45570,1571854151885144067,1,0,0,"@DGBassani If your ""back to normal"" includes open defecation, risky sexual behavior, burning garbage and zero personal hygiene then you are in California and still have a mask on."
2604,45572,1571825339147423744,0,0,0,@DGBassani Pretty much all except for the open defecation. They certainly are.
2605,45574,1571634186573975553,2,1,0,@jimmyperry0621 Except that most of them claim they’re white. That's a pretty significant “difference”.🤨 I can't wait to vote these gender benders and #ADOS🇺🇸racial colonizer weirdos out in November🗳️#Midterms. Stop pissin in our streets. This is America. We don't want open defecation 🧻🚽here.
2606,45575,1571551043120693248,2,1,0,"@gullahmangeech @JamalSc63888623 @AdosEmpowering Lol...nothing on this planet compare and I do mean nothing... to children soldiers,  mass genocide,  rape, female genital mutilation, eating human flesh, open defecation, slavery  and the scamming culture of Africa. It's nothing you can compare with us. 😂😂😂🤏🏿"
2607,45577,1571540923070169088,1,1,0,
2608,45578,1571524982458433537,1,0,0,"@Mr_JAGs Way to go, d change we want, d Nigeria we all desire begins with us all,d federal govt failed at selling that concept of ""change begin with me"" to Nigeria, it's beginning to done on us dt we have to be the change we want, another annoying one is OPEN DEFECATION God help us all."
2609,45579,1571505428218920962,0,0,1,"The Chairman/Chief Executive Officer, Nigerians in Diaspora Commission “A big thanks for the facility donated by the David Alaba Foundation at Kara Market, Ogere Remo, Ogun State to support FGNs move to end open defecation."
2610,45580,1571496433781735426,0,0,1,".......through his foundation, in collaboration with #nidcom_gov &amp; #OPSWASH1 at Kara Market, Ogere Remo, Ogun State to support FGN's move to end open defecation.”

Credit: Twitter //  nidcom_gov"
2611,45582,1571459326841167877,1,1,1,"@abikedabiri @David_Alaba Una wan end ""Open Defecation"" ? Go to Apapa-Oshodi expressway, btw Sunrise and Coconut bus stop and see the wonders the tanker drivers are doing with shit on the road median and drainages"
2612,45583,1571451490778349568,1,0,1,@_pallavighosh Didn't Modi tell you we're an open-defecation-free nation ???
2613,45585,1571439950499020800,0,0,0,"@ndtvfeed Kejriwal making history with national outlook. Like him or not, isn't education the most important for a country? Likewise, you like or don't like Modi, isn't swach bharat and open defecation free village most important for the country? You have to give credit when it is due."
2614,45586,1571423724854972417,2,1,0,
2615,45587,1571415406170066944,1,0,0,@abikedabiri @David_Alaba Kudos to Alaba. What has the federal govt actually done though...any structural projects? Because in abuja there is open defecation on the major roads and in drainages.
2616,45588,1571403974493839360,0,0,1,"in collaboration with #nidcom_gov &amp; #OPSWASH1 at Kara Market, Ogere Remo, Ogun State to support FGN's move to end open defecation.”
 
Credit: Twitter | nidcom_gov

--
Follow us for more breaking news and videos"
2617,45589,1571392617610452993,1,1,0,"@flat_jl @AdosEmpowering @MOON09202000 😂, girl the actual inventions/innovation list continues to this day ! Such as the black American queen who invented the moderna Covid 19 vaccine! To the modern cell phone, 

unlike your lineage that doesn’t even have a list of anything besides open defecation"
2618,45590,1571385348680302593,0,0,0,"@abikedabiri Fertilizers are expensive, slash the price by half and remove the current middle men, slash price of cement by half too and see development and an end to open defecation"
2619,45591,1571372859984846848,1,0,1,"@LogicalySpeakn @Maczimus @EazyOwl26 @abikedabiri @David_Alaba Just rest.... Focking rest...
Someone helped against open defecation, to 10s of million but you're worried about 2007...

Is it not a mental case now???

Were you guys sworn for???

How's your home state before castigating someone else???

Just let the boy be.

Haba"
2620,45592,1571358243280265223,0,0,0,"@abikedabiri @David_Alaba Thank you @David_Alaba  for this facility donated through David alaba foundation to end open defecation in Nigeria.
May the Good Lord continue to bless you. Amen!"
2621,45593,1571344720110170117,2,1,0,
2622,45594,1571285635582795776,2,1,1,
2623,46040,1583658693304143872,0,0,0,@isro @Bhuvan_Bam
2624,48256,1578972933812547584,0,0,1,@shameerkb98 @isro @NASA 😂😂😂
2625,48420,1578445881577476096,0,0,1,@_DigitalIndia My idea is not available all country thes first time history will be made (India) ISRO.......?
2626,49788,1575815321726103552,0,0,1,
2627,49820,1575706654720790528,1,0,1,@AMISHDEVGAN गुल्लू अब इतिहासकार भी हो गये है।MBBS व ISRO का जानकार होना बाकी हैं।
2628,49821,1575703061456363520,0,0,0,ISRO has developed a home grown navigation system that will become mandatory app in smart phones sold in India soon . What is it called ?
2629,49822,1575702053397008386,0,0,1,"@AnnaDMK17182528 1/ Totally Disagree 
India's IT Industry is World's Top Performer &amp; Its Entrirely Private Industry...Starting from INFOSYS., We hv Worked VERY HARD to come A Long Way 

ISRO, DRDO et al Are GoI's OWN Companies [ Govt Cos as per definition]"
2630,49823,1575701704007307270,0,0,1,"India ko bhi satellite internet par kaam suru Karna chahiye.
Jis prakar gas pipeline distroy hua, usi prakar war ke time optical fibre cables ko bhi distroy kiya ja sakta hai.
PSLV, NSLV develop Karna hoga, ane wale 10 saal mein satellite internet bahut jaruri hoga.
#ISRO"
2631,49825,1575698700638519296,0,0,1,
2632,49828,1575693065393561600,1,0,1,@Jai47306038 Did we see that isro's entire budget is less than pms one plane
2633,49829,1575692014150389760,0,0,1,@Ankur_IIS ISRO nd NASA seat block kardo abhi se
2634,49831,1575682554870386694,0,0,1,
2635,49832,1575676624233963521,1,0,1,
2636,49833,1575673195684044800,0,0,0,"@isro It's beneficial to know more about isro,their missions and new Inventions."
2637,49834,1575673048212328449,0,0,0,"@VikranthJonna The fate of LUPEX in part is dependant upon CY-3's outcome so yes, those two landers will share some of the heritage. That doesn't mean ISRO can't begin working with test models.

Remember, the above timeline is for the integration of their engineering models not flight hardware."
2638,49835,1575662357610520578,2,1,0,"@KMuraleedharan_ @RahulGandhi Don't forget his mother Sonia was instrumental in humiliating and sidelining your father late Leader in the party. Don't forget false ISRO espionage case and denial of political justice to your father
@preadi
@raj2jas
@gvnair91
@"
2639,49836,1575662121941344256,0,0,0,@drharshvardhan @isro @PMOIndia I very proud of u
2640,49837,1575658533584248832,0,0,1,@isro @iafastro जय हिन्द
2641,49839,1575655378310004736,0,0,1,@eilishtwy É ERA PRA SER ISRO
2642,49840,1.58E+18,1,0,0,
2643,49841,1575622207291944962,2,0,1,@sabrangindia He's the same man who framed ISRO SCIENTIST Nambi Narayana in fake espionage case. He deserves worst thn this
2644,49842,1575618849432473600,0,0,0,"@InsightGL No, world is not looking as ISRO still limited by payload capacity (less than 6000 kg satellites)

Nowdays countries and companies want heavy payload so life of their satellites is long and not have change every 15 years adding to space debris !"
2645,49845,1575595920858628096,0,0,1,
2646,49849,1575586132670062595,1,0,1,@isro Hire some better dev ffs
2647,49851,1575577843857526784,1,1,1,
2648,49852,1575574796389449728,1,0,0,@GauravSeth93 @gareebscientist @Varun55484761 You're the second guy from ISRO under this tweet correcting him for misinformation. Let's see if this is enough of a eye-opener for him! 😄
2649,49853,1575573872522379264,0,0,0,@gareebscientist @Varun55484761 @Astro_Neel Yes exactly! This type of tweeting can cause trouble for the scientist and then people complain nobody on isro ever gets on the record. @Varun55484761 please don’t spread misinformation!
2650,49854,1575572787753734144,0,0,1,@OpIndia_com @Xavier_DMercy ISRo vision of The Legend Pandit jawaharlal Nehru.... ❤❤❤
2651,49855,1575570033257771009,0,0,0,"@swarajk_ ISRO, DRDO, central vista, bullet train, new IITs or AIIMS.. all new announcements are supposed to be launched together with creation of a few thousands toilets."
2652,49856,1575567631083769856,0,0,1,@JM_Scindia @NASA @isro के सामने @NASA की कोई वेल्यु नहीं है...@isro is best✌️✌️
2653,49857,1575556938896531457,0,0,0,"@gareebscientist @Varun55484761 @Astro_Neel Ok , Was in misconception.
Thankyou for clearing.
Desperately waiting for Isro's next mission and its succes.
Thanks to you sir my intrest in space is growing more n more wrt time🌟🚀"
2654,49858,1575543920917770240,0,0,0,"@Varun55484761 These are not officially backed by ISRO as an ORG. These are suggestions by that Scientist who presented at Mom event. .

@Astro_Neel out fears of misinformation are coming true 😢"
2655,49861,1575535140968669185,0,0,0,"Stock Aplab is in a very interesting stage. One can accumulate for long term. It has decreased debt, increasing profitability due to receiving orders from ISRO &amp; DRDO etc. It can be a great multi-bagger in 2-3 years."
2656,49863,1575530829714857984,1,0,0,@aparna_hm @Rosa18148985 @sabrangindia @t_d_h_nair He is the same guy who falsely put a isro scientist in jail?
2657,49865,1575529455761915904,0,0,1,@JM_Scindia @NASA Hold him tight sir. Send him to @isro . Videsh nahin Jana chahiye.
2658,49866,1575528453050609665,1,1,1,"@JM_Scindia @NASA ये कमाल ISRO में भी दिख सकता था अगर भारत सरकार के पास इक्षाशक्ति होती। 
गर्व के साथ शर्म भी महसूस होना चाहिए।"
2659,49870,1575518208605683712,0,0,0,@isro @iafastro It is Pride moment collectively for Nation and a perfect conjugation when we celebrating 75 Yr of Independence. The new India will take inspiration from your Foot forward.
2660,49871,1575516687541350401,0,0,0,"@mrTamall @isro I mean at least they can do some good UI UX, that does not cost any speed problems. I guess"
2661,49872,1575515102035734528,0,0,0,"What if aliens are like us and might be surviving on some other gas other than oxygen 🤔

@elonmusk @NASA @isro"
2662,49874,1575512459351560193,1,0,1,"@bhartinews @OneWeb @PMOIndia @isro @narendramodi @DoT_India @airtelindia DTH tv service down since 24.09.2022 lodged complaint on 27 sept, No resolution till now. Repeatedly calling 0124 4448080 thrice a day, no one listens, only lip service by some unidentified customer service handler.. Hopelessly poor service at Gurugram sec 65"
2663,49875,1575511722827599872,1,0,0,@83719O7l7282910 @KarnatakaIndex9 Sure.  ISRO will do it on Mars.  You will be the first citizen to be launched out.  ರೆಡಿ ಆಗು.
2664,49883,1575498883186454528,0,0,0,"@M_Ladovaz @OneWeb @BeyondGravity_S @isro @NSIL_India ISRO need Star-Ship like seperate project 👈
Without cancellation any ongoing project."
2665,49886,1575496394718126080,0,0,1,"ISRO, Tejas and Brahmos are making me feel proud Indian. Cheers"
2666,49887,1575495683464798208,0,0,0,"@Astro_Neel I wonder if ISRO will wait until the outcome of the Chandrayaan-3 mission before realising the lander, even though they both are way apart in design. Just thinking out loud."
2667,49888,1575495680197414912,0,0,1,@isro @iafastro Congratulations Dr.Anil kumar … way to go under your Leadership….
