,id,tweet_id,aggression,offense,codemixed,tweet_text
14,15,1.58198E+18,1,0,0,@radhera14912735 @RanjitOne @KanwalSibal What is in it for the ordinary Indians. This raise in our economy to third is a normal course for a low income country with a huge population . Most of G 7 have contracted hugely and will contract more . What is Modi contribution . In fact his demonetisation  delayed it .
15,16,1.58197E+18,2,1,1,@dir_ed raids more than 15 locations in Telangana wrt to demonetisation fraud by Musaddilal jewellers! What about her highness @Mayawati who deposited Rs 103 crores &amp; her brother few crores in cash immediately after demo under your nose @narendramodi?? Are the politicians exempt?
16,17,1.58197E+18,2,1,0,"Apex Court has sought clarification from RBI &amp; GOI, questioning validity of demonetisation, exactly after six years.

Meanwhile, lakhs of SMEs &amp; medium businesses have been ruined &amp; the real estate business has gone to dogs, causing huge unemployment in the country.

#ModiJawabDo"
17,18,1.58197E+18,0,0,0,
18,19,1.58196E+18,2,1,0,@vinayantil @rishibagree The loot of BJP can make volumes of material if proved. Demonetisation n rafale just specimen. It's the BJP style to blame others first of that you are guilty of. Hitler used that method too.
19,20,1.58195E+18,2,1,0,@rajivtango Actually a nobel laureate not understanding demonetisation itself is evidence that he is a fraud who scammed the nobel committee into thinking he is the next big thing in economics
20,21,1.58195E+18,1,1,1,@PMOIndia @narendramodi Modi already we sawn ur demonetisation move. Always u releasing big flop movies
21,23,1.58194E+18,1,0,0,"If you really want to know the strength of our economy , forget the stats , forget the riff raff of the media and social sites , 

Ask yourself one question “what can I afford when compared to a person of  America , UAE , UK or Europe?” #NirmalaSitharaman #gst #DEMONetisation"
22,24,1.58194E+18,1,0,0,"#DEMONetisation was miscalculation of epic proportion. 15 lakh crore worth of currency was demonetized, it was expected that 4 lakh crore wouldnt be exchanged which would be RBIs profit and govt would benfit byway of dividends from RBI. Only 16,000 crores were not exchanged."
23,25,1.58193E+18,2,1,1,"@SandipGhose Didn't modiji told us first demonetisation then 370 ended insurgency in Kashmir? Sab changa si, chacha dont you know bjp was in power with abdullahas &amp; muftis?"
24,26,1.58191E+18,0,0,0,@ajay43 This will be another demonetisation like effect in the medical fraternity.
25,27,1.58191E+18,1,0,0,"@BDUTT @SwatiJaiHind @themojostory After the demonetisation of the BJP, the big five star offices became big, where did that money come from?"
26,28,1.58191E+18,1,0,0,"@Parveen83777164 @AamAadmiParty @msisodia After the demonetisation of the BJP, the big five star offices became big, where did that money come from?"
27,29,1.58191E+18,1,0,1,"#ModiArrestsManishSisodia
. After the demonetisation of the BJP, the big five star offices became big, where did that money come from?"
28,30,1.58191E+18,2,1,1,"#ModiArrestsManishSisodia
There should be Jail Bharo Andolan in this country because Delhi Police is unable to save the poor but goes to Haryana from Punjab Police to save Bagga. Rajendra Pal interrogates Gautam, this is the condition of the capital. After the demonetisation of"
29,31,1.58191E+18,2,0,1,"@ArvindKejriwal There should be Jail Bharo Andolan in this country because Delhi Police is unable to save the poor but goes to Haryana from Punjab Police to save Bagga. Rajendra Pal interrogates Gautam, this is the condition of the capital. After the demonetisation of the BJP,"
30,32,1.58191E+18,1,0,0,"@Aditya_Jois @RGVzoomin ""Intellectual"" blamed economic situation (for all you know would have blamed demonetisation too)."
31,33,1.5819E+18,1,0,0,"The Indian Rupee is the most distrusted currency,simply because it can be manipulated by any Indian ruler,on a whim

The conversion rate may be 83.45 but try buying $100 with Indian money when on a vacation ,they will charge an extra 20 -25% just because its ₹ 

#DEMONetisation"
32,34,1.5819E+18,1,1,0,@amitmalviya You silly Soul need to revisit the images of Demonetisation
33,35,1.5819E+18,0,0,1,@lamistaah Jahan tak mjhe yaad hai.. demonetisation ko 6 saal hue hain..toh 8 saal kyu ??
34,36,1.58189E+18,2,1,1,"@Saurabh_MLAgk BJP ministers and BJP offices have become offices worth lakhs of crores after demonetisation of crores. Modi ji fooled the poor people after note ban and became people. The poor thought Ambani and Adani would join the bank. A confused ruler, a chaotic state."
35,37,1.58188E+18,1,0,0,@Sydusm Makes one realise the futile exercise of demonetisation to abolish black money
36,39,1.58188E+18,1,1,0,"@Ravisutanjani Try to find out what is the source of such money,  what happened to Modi mofo's demonetisation to abolish black money"
37,40,1.58187E+18,1,0,0,"@KTRTRS Noble Prize for Demonetisation. 😂😂 

@cartoonistnaqvi 
@ms_medusssa 
@paichankonnavin 
@prakashraaj"
38,41,1.58187E+18,0,0,0,
39,42,1.58186E+18,2,1,1,"@ankitmodi222 @AamAadmiParty Abe vo to common sense h ki constant nahi hota. But average of 10 years of fraud UPA is better than Bhartiya jhoota party hyperbole govt. year. Ye bhi failed policies like demonetisation and covid mismanagement. Bate badi bjp ki, kaam zero."
40,43,1.58185E+18,1,1,1,"Whole world is not confused but only indians are confused right now...
Because of amulgamation of various  agencies in consolidated areas since demonetisation...
&lt;Reverse engineering...&gt;"
41,44,1.58185E+18,1,1,1,"Modi Ji deserves Nobel prize but in which category?

❇️ Nobel for Medicine - discovering Covid Vaccine

❇️ Nobel for Economics - Demonetisation &amp; Swiss Black Money Returns

❇️ Nobel for Peace - Stopping the Russia-Ukraine war for 6 hours

❇️ Nobel for Physics - Radar Theory"
42,45,1.58184E+18,2,1,0,
43,46,1.58184E+18,0,0,1,@ndtvfeed @ndtv Demonetisation pe bhi yehi bola tha🤦‍♂️
44,47,1.58182E+18,1,0,0,"@PChidambaram_IN There have been very few SKILLED jobs available ever since #demonetisation .  

Lots of labour jobs but There is no wealth growth.

Some pipe dream jobs in start ups with the lure of making you rich .Most fail

If things don’t change and money doesn’t flow, no jobs for anyone."
45,48,1.58182E+18,2,1,1,"@vijaygajera What about bjp scams

Coffingate
Vyapam
Mines scam
Jobs scam
Rafale scam
Scam exposed by S Malik
Karnataka cut commission
UP police extortion list

And
Demonetisation
Electoral bonds
Horse trading"
46,49,1.58179E+18,2,1,1,
47,50,1.58174E+18,0,0,1,"@drshamamohd Can! You have seen
Demonetisation
370
CAA
TT
Etc Etc"
48,55,1.58171E+18,0,0,0,@NotSenoreta @vi_nayak__ Well the hikes in price are caused by both the demand and supply of the commodities like in India increasing population is one of the main factors in price hikes not the modi govt. and Demonetisation can help reduce black money &amp; we can't blame modiji for everything🤌🏻
49,56,1.58171E+18,0,0,1,@PTI_News Most corrupts party in democracy is BJP through electoral Bonds n IBC/NCLT/Demonetisation
50,58,1.58169E+18,0,0,1,
51,59,1.58168E+18,0,0,1,"What the hell !! 

500/1000 rs coming back ??? 

#DEMONetisation"
52,60,1.58168E+18,2,0,1,@ARanganathan72 How come corruption end by over night demonetisation.. Kashmir terrorism end by article 370 that's what government said.🙄 I don't think Muslim to blame. Instead the liar government which fooling us in all aspects for the past 8 yrs
53,61,1.58167E+18,0,0,0,"@KulkarniK9668 @_pallavighosh Because there's no harm in taking advice.
The sagacious, seek advise, the idiot doesn't.
To avoid demonetisation like disasters, leaders should seek advice."
54,62,1.58167E+18,1,0,0,"@drcheruvarun This is going to be like the ""masterstroke demonetisation"" of medical textbooks."
55,63,1.58167E+18,2,1,1,"I’m tired of these #Dems4USA blocking me on Twitter. You all want a debate so bad, let’s have one!! Don’t be such a chicken shit little bitch it’s not a good look. #DEMONetisation #DemsDeliver #DemocracyIsOnTheBallot"
56,64,1.58167E+18,0,0,0,
57,65,1.58167E+18,1,0,1,Are all the @Twitter bots saying @POTUS is a great president going to be allowed to vote? If so we’re fucked again. #DEMONetisation #KamikazeParty2022
58,67,1.58167E+18,1,0,1,@minicnair @Advaidism Like everything they do. Mockery!! Fakery! #DEMONetisation #GST #COVID19 #Economy are very few examples.
59,68,1.58166E+18,0,0,0,"@coomarashish Probably, Modi Govt has initiated worldwide thought of Demonetisation of US$ and replacing other baseline of currency."
60,69,1.58166E+18,1,0,0,"@GovindKeshav9 Just like demonetisation which wrecked our economy and killed the informal sector, the Covid mismanagement would be forgotten."
61,71,1.58164E+18,1,0,0,"@nongratadesi Biggest failure of Modi govt is passing laws without talking to stakeholders.
 Demonetisation :never spoke to banks.
 Farm laws: Never spoke to farmers. 
CAA : Never spoke to Indian Muslims about NRC. 
370: Never spoke to KPs or grassroot workers.  Hence the failure of all"
62,72,1.58164E+18,1,0,0,"@narendramodi Sir this is 2nd worst decision taken by your government, demonetisation is still on top ."
63,73,1.58163E+18,1,0,1,@AskAnshul To reh nay de Bhai tere per bharosa nahi bilkul bhi. Demonetisation was good wale
64,74,1.58163E+18,0,0,0,"@mystic_geminii5 The black money is not going to end, demonetisation achieved nothing I guess"
65,75,1.58163E+18,0,0,0,@Ravisutanjani In which most of the purchases done through cash which proofs  again so called demonetisation as failed  policy.
66,76,1.58162E+18,1,0,0,@priyankac19 She is in line for Noble Prize for her discovery. Her only competitor is the master of demonetisation
67,77,1.58162E+18,1,0,0,"@PMOIndia @narendramodi @nsitharaman 
Evaluate the real poverty rate in the country. Demonetisation,GST,  Farm Law protests,Cpvid -19 Inflation &amp;  Unemployment effects on People &amp; there by increase of Poverty.Corporate interests have to be shelved. Ensure Achchadin To Common Man."
68,78,1.58162E+18,0,0,1,"@ChobeyManisha India loves Modiji for work and as regards DEMONETISATION,  desired results have been achieved. Obvious Modiji will win 2024 with 400+."
69,79,1.58162E+18,0,0,0,"@Shiva23952855 @ANI Yea agreed we cannot completely avoid the rupee depreciation but the extent depends on the stability of one’s economy. If demonetisation has not happened, if GST was properly rolled out, if Vodafone retro tax case was not perused, sudden lockdown has not happened etc etc /n…"
70,80,1.58161E+18,0,0,1,@sudhirchaudhary Kya tum roz black &amp; white tweet kar kar ke demonetisation yaad dila rahe ho
71,81,1.58161E+18,1,0,1,@_pallavighosh Advice is what Modi did not take before the implementation of hasty Demonetisation.
72,82,1.58161E+18,1,1,1,@news24tvchannel @nsitharaman Main 3 reasons that destroyed Indian Economy was 1- Demonetisation 2- Ill prepared GST 3- Illogical Lockdown and all these were done without any consultation with any expert even our then FM was not aware that demonetisation is going to happen. Sab bhakti ki shakti hai 🙏🙏🙏🙏
73,83,1.5816E+18,1,0,0,"@rishibagree One more word on inflation, recession and demonetisation and there could be a hunger strike  😤😤"
74,84,1.5816E+18,1,0,0,
75,85,1.58159E+18,1,0,1,"@BJP4India @JPNadda Just like modi said corruption will end with demonetisation, 
15 L will be in everyone's account 
2 million jobs every year 
$=₹
USA will stand in line for 🇮🇳 visa etc 
Aap &amp; bjpeee are the two sides of lies &amp; deceit"
76,86,1.58159E+18,0,0,0,"@cynstepin @59173728I6371 There was inequality always even before. But as you rightly pointed out,demonetisation was the first step and COVID literally put the nails in the coffin. COVID hit the poorest of poor who went without earnings and with barely any savings and also the private sector employees."
77,87,1.58158E+18,2,1,1,"@joraramashapur @ShilpiSinghINC @BJP4India 2002 Gujarat dange
2016 Demonetisation
2020 CAA
2022 Farmers Protest

Lekin usko logo ki laashein girney se koi farak nahi pada."
78,88,1.58158E+18,1,0,0,"@UshaNirmala Yes.
The amount of money laundered by top private banks during demonetisation is staggering. Hardly any action taken."
79,89,1.58158E+18,1,0,0,"@Sahanasatianaat @59173728I6371 That's because they are blind. The reality is that India's inequality, poverty, corruption and unemployment have reached an all-time high, starting with demonetisation. COVID did contribute, but not as much as human greed and indifference."
80,90,1.58157E+18,0,0,0,@VijayGupta_Ind @OfficeOfPPM @RahulGandhi An even bigger question about the long-term gains of demonetisation for the economy comes from the fact that GDP growth rate started declining sharply in the post-demonetisation years. India’s GDP growth rate increased consistently from 5.2% in 2011-12 to 8.3% in 2016-17
81,91,1.58157E+18,1,0,1,"@PTI_News While Paying LPG at  450 during UPA

Now we are paying 1090 that's an absolute #Vikas

#Demonetisation was the biggest #vikas by #VishwaGuru 

Recent news India falls 107th rank in #Global_Hunger_Index ofcourse by erroneous data vikas data would be otherwise"
82,92,1.58157E+18,0,0,0,e rupee/ Digital Currency set to change all in Indian printed currency. Bigger and long lasting Demonetisation is set to hit firmly in India. Beware of keeping cash.
83,93,1.58157E+18,2,1,1,"@MeenaDasNarayan @SpiritOfCongres should be arrested and punished accordingly, this lies against upa government and leaders was not properly dealt which has become national disaster from modi's demonetisation, gst, economic policies and chota sanghi kejriwal promoted by media as alternative to sangh government."
84,94,1.58156E+18,1,0,0,"@chaitanya_sea @pollux_jahre @sharjeel_techy @hotnnotbothered @thewire_in @andymstone But you have a point about unskilled  people like the leadership of the country who are the actual hurdle to India's growth. I don't eat Onion so I don't care about onion prices, no one has entered our country, so we haven't lost our land, demonetisation will kill militancy etc."
85,95,1.58156E+18,2,1,1,"@Divyanshu7088 @sei_jhaalmudi @itsavisek07 @MSJaikar @priyankac19 Ek Gadhey ko jisne 9th class ki economics bhi nahi padhi usse PM bana diya, ab uss chu*iye se kabhi Demonetisation, Faulty implementation of GST, inflation, - ve growth rate, ruppee depreciation jaise blunder hote rehte hai ar tum bhakt log bakwas karke defend karne ka try karte"
86,97,1.58156E+18,0,0,0,@Swamy39 Why was demonetisation done?
87,98,1.58155E+18,1,0,0,@RazdanSK @narendramodi_in @PMOIndia @narendramodi Does Auliya NM talk about demonetisation as a feather in his cap in the recent election speeches!  He has totally stopped talking about demonetisation and so are his cronies including @AmitShah @sambitswaraj and others!!
88,99,1.58155E+18,2,1,1,"@Divyanshu7088 @sei_jhaalmudi @itsavisek07 @MSJaikar @priyankac19 Ye gyan 2012-13 me kaha gaya tha?? &amp; 2008 me when India was only economy in the world growing positively? Mat bhulo issi gawar ne 2 saal pehle -ve growth, Demonetisation &amp; Faulty implementation of GST kiya hai.. Isse kya pata Ruppee dollar ko kaise balance kare.."
89,100,1.58155E+18,0,0,1,"@PTTVOnlineNews #DEMONetisation பண்ணி வங்கி வாசல் வரிசையில் கால் கடுக்க நிற்க வெச்சு கஸ்டபடுத்திய பாவத்துக்கு,அதே வங்கியை எங்க வீட்டு வாசலுக்கு கொண்டு வந்து விமோச்சனம் தேடிக்க பார்கரீங்களா ஜி?"
90,101,1.58154E+18,0,0,1,@fasc1nate He was protesting demonetisation.
91,102,1.58154E+18,2,0,1,"@ARanganathan72 Wronganathan, Demonetisation &amp; abrogation of Art 370 were supposed to end terrorism in Kashmir as per claims of bjp, rss... What happened... This govt is a complete failure in eradicating terrorism &amp; protecting the lives of both hindus &amp; Muslims in the valley..."
92,103,1.58154E+18,0,0,0,
93,104,1.58153E+18,1,0,1,@Nidhi_Sharma26 Neither demonetisation helped Indian economy or in black money unearthing!! The politicians converted all their old notes into new notes including @BJP4India and we had to wait in the hot sun for hours to convert 4K rupees!!
94,105,1.58153E+18,0,0,0,"@etreashwin @fasc1nate So sad yaar, must be against demonetisation."
95,106,1.58152E+18,1,1,0,@timesofindia Genius in line for noble in economics like the master with demonetisation
96,107,1.58152E+18,2,1,0,"@Iamraje78412219 @newsjunkiemp @Schandillia @umeshgeeta How does it matter what a respectable newspaper says? Let's believe a govt adept at hiding data (remember covid), falsifying data (remember demonetisation) &amp; fake positivity spreadng bhakt🤷‍♀️"
97,108,1.58152E+18,1,0,1,"@t_d_h_nair What's stopping India from getting a sensible Finance Minister....?
In last 8 years....it's only excuses. These guys never accept a problem ( Demonetisation, GST, CAA, ...long list) and hence they don't work for solution."
98,109,1.5815E+18,2,1,1,"@news24tvchannel @nsitharaman She has learnt from Modi to give stupid logics and arguments to defend thei failure which country saw after demonetisation, every minister was giving nonsense logic to defend that. Modi considers people of India as 'Chutiyas'. He have no concerns for the country &amp; it's people."
99,110,1.5815E+18,1,0,1,"@rishibagree Ppl have still not forgotten how they have been treated during demonetisation and Covid . Stood in Q to get own money,walked 1000s kms to reach him,lost jobs/unemployed and surviving on free ration, blessed with mandirs&amp; gomata and waiting  for Achhe Din.Jai Sriram."
100,111,1.58149E+18,1,0,0,@htTweets And demonetisation was his masterstroke!
101,112,1.58149E+18,0,0,0,"@brazen_cabeza hard to point at examples of demonetisation 

from to cheap to meter, 
we got cheaper meters"
102,113,1.58148E+18,0,0,0,"@ranjanikovai Did the centre ask do we want
*NEET?
*Draconious Demonetisation?
*ill conceived GST? 
The same way you shouldn't force it. 
If they prefer they shall learn it."
103,114,1.58143E+18,0,0,1,@fasc1nate Rattled by the new #demonetisation?
104,115,1.58141E+18,1,0,1,"Demonetisation
15 Lakh
Aache Din
Black Money 
Border Security
Sabka Saat Sabka Vikas
Petrol @ 30-40₹
Beti Bachao Beti Padao
Smart Cities 
Etc. 

Any success modizi??
#JawabDoModi"
105,116,1.58139E+18,0,0,0,@AmanSri61815040 @ANINewsUP Exactly… people mainly are pointing towards the fault of the rich… that’s the losers psychology. Same thing happed at the time of demonetisation- poor public stood ready to sacrifice to extract black money from the capable class.
106,117,1.58139E+18,1,0,0,"@CerebralPopEye @liberal_nomad @netshrink Well, knee jerk actions. Leave the public to manage the consequences. Did we learn from demonetisation?"
107,118,1.58138E+18,2,1,0,
108,119,1.58137E+18,2,1,0,"@amarprasadreddy Sir , there is one man who’s old mom had to stand in a line in Demonetisation . These kind of kids should be kicked on their ass and should railway station for selling tea ."
109,120,1.58136E+18,0,0,0,@hydertext @Indian10000000 @andymstone @thewire_in the failure of demonetisation was also software malfunction.
110,122,1.58135E+18,2,1,1,"@Sakhtla94492921 💯.
जनता को Demonetisation/ GST के वाद खेल समझ जाना चाहीये था पर अधभक्तो की कमी थोडी है!

90 करोड़ को 5 किलो भीक पर रखा है और बाकी का खून निचूोड रहे है।

वैसे भी हिंदू 2014 के बाद बहुत खतरे मैं है तो जायज ही है!"
111,123,1.58135E+18,1,0,0,"@TheLallantop Current government criticises previous government for everything can you able to shoot a single The lalantop show critiquing current government for blunders like Demonetisation, GST with more burden, and  father of all “communalism” with patronage of supreme leaders. U can name"
112,124,1.58132E+18,0,0,0,@MyTechMusings Absolutely 77% India is paying thru Digital. Payment/Banking apps are so common with all. Demonetisation and Covid fielded the digital adoption at lightning speed 😄👌👍
113,125,1.58132E+18,0,0,0,
114,126,1.58132E+18,2,1,0,"@pbhushan1 Bhai, you know what is true. What gst on what.
Kejriwal knew what was your aukaat, so he kicked you very cleverly, then you suffered a lot in demonetisation, people know why you always bark at Modi.
Keep barking !!"
115,128,1.58132E+18,0,0,1,"Anybody who wants to understand the thought behind #Demonetisation, #JanDhanAccounts #DBT and what Modi Govt is thinking on Economic Front, listen to S Gurumurthy on @republic!"
116,129,1.58132E+18,2,1,1,"EVEN DAYS.. 
bhakt--- u know what..CONGRESS is bankrupt after Demonetisation.. 

ODD DAYS...
bhakt--- u know what.. All the crowd in bharat yodo yatra were actually paid crowd..

Confused DUMBHAKTS 😁"
117,130,1.58131E+18,1,0,1,"@krishna_tester @ashoswai You mentioned only Pathankot as if it only happened since 2014. But it is not the case according to Wikipedia. One of the objectives of demonetisation was to abolish terrorist incidents, if so why had terrorist attacks including Pulwama after demonetisation."
118,131,1.5813E+18,2,1,1,"@FakeLiberal_ @truthisnotsweet @bnbkumar @ashoswai Kyu samay lagega?? 2014 me Vote lene ke time pe kam padhe-likho ko whatsapp/FB forward '3 saal me POK apna hoga, aur 5 saal me Akhand Bharat, Demonetisation se terror band' jaise massages se chu**ya banaya tha, aur ab 8th saal me logo ko marawa ke, china ko andar bula ke bakwas.."
119,133,1.58129E+18,2,0,0,
120,134,1.58129E+18,1,0,0,"@RajatSharmaLive At the time of demonetisation dragging 100 yrs. old lady in bank que on wheel chair is a nice job. Being a journalist ( if you are) you should know better, before shading crocodile tears."
121,135,1.58129E+18,1,0,1,"@RahulGandhi Demonetisation
15 Lakh
Aache Din
Black Money 
Border Security
Sabka Saat Sabka Vikas
Petrol @ 30-40₹
Beti Bachao Beti Padao
Smart Cities 
Etc. 

Any success modizi??"
122,136,1.58129E+18,0,0,0,
123,137,1.58129E+18,1,1,0,"@sadanjan @sewage_angel @_SinghShivam By that logic, even lives of 150+ Indians is on the hands of Modi; thx to his demonetisation blunder.. why is that rascal out of jail???"
124,138,1.58129E+18,1,0,0,"@AlagarRaghavan @saraf_pankaj Just like cases relating to Election Bonds, Art 370, Demonetisation etc were kept on the back burner to suit the powers to be.
Indian #Kangaroo_Courts take selective decisions as to listing cases on priority."
125,139,1.58129E+18,0,0,1,@ttindia forget to add demonetisation....
126,140,1.58128E+18,0,0,1,@KathirNews Yes...demonetisation also...
127,141,1.58128E+18,2,1,1,"@sunandbeach9 @tousif_mishkati @ndtv @vivekagnihotri Do you even have guts to ask central government for this issue.
When he say after demonetisation ye sab ruk nay Wale hai then what happen. Current government is in full majority. Bat kar ta saal chman Chu***"
128,143,1.58127E+18,1,1,1,"@PChidambaram_IN Imagine, just imagine the Ex FM of a nation is mocking his own motherland.
Now we can understand why he went mad after demonetisation..
Listen, my motherland is greatest of all the nations, the Tihar Returned  scamstets won't understand it..
Janani janmabhumish swargadpi gariyasi"
129,144,1.58126E+18,1,0,0,
130,145,1.58125E+18,2,1,0,
131,146,1.58125E+18,1,0,0,@RajatSharmaLive Nobody commented about his wife but commented about mother. It's very bad but the question is who brought the senior lady in this dirty political advertisement. Someone getting a mother clicked in the queue of a bank to set his step of demonetisation correct.
132,147,1.58124E+18,0,0,0,sanctions such as CHANNEL DEMONETISATION when you dont spread propaganda
133,148,1.58122E+18,1,0,0,"@jakesprime Or, would the powers be have believed that British will quietly suffer, just like people impacted by demonetisation and help them rise on popularity chart without marketing expertise?"
134,149,1.58122E+18,1,0,0,@Torsadepointles Suicide Mission of Demonetisation
135,150,1.58122E+18,2,1,1,"@NewsArenaIndia While No one can be seen with Gullu Modi, because just throw anyone out before any camera click his pictures whether those person are his MP/CM/or old Advani. 
Modi knows only dictatorship with own colleague,Announcing Demonetisation/Lockdown/Farmers Bill, respective minister"
136,151,1.58121E+18,1,0,0,"@AnitaKasabe @TimesNow @Aruneel_S Suffered lot in 8 years demonetisation,gst,inflation,fuel hike,dollar rate,oxygen shortage"
137,152,1.58121E+18,0,0,0,"@peacefullypolit @SandipGhose @over2shailaja Ideally at the rate we were going, we were improving drastically but suddenly we changed our path and getting worsened. Without a doubt some steps like demonetisation are the main cause behind it. Now it’s up to you what is important for you. India first or a party above India"
138,153,1.58121E+18,0,0,1,@fasc1nate @ChandhokHursh Demonetisation 😀
139,154,1.58121E+18,0,0,0,"@AbcDef85484228 @CricMartyn @TheChannnnn @rishibagree Why we contracted this much, why we grow at just 3+% in 2019 before COVID, cause of demonetisation, 5 level gst, in 2008 economic crisis us contracted but we were 3+%"
140,155,1.58121E+18,0,0,1,@PTI_News Side effects of demonetisation. More like demonisation under Modi.
141,156,1.58121E+18,1,0,1,@IYC Next phase Odissa to Gujrat wait and watch. By that time they will feel the heat of Demonetisation and Lockdown.
142,157,1.5812E+18,0,0,0,"@RahulGandhi India shd hv demonetisation every 2 year until we completely move to digital currency, until we hv std rate of stamp duty &amp; registration charges countrywide.  Price of housing land and apartments were sky rocketing, now under control. Money in gunny bags &amp; trunk boxes cut down"
143,158,1.5812E+18,1,0,0,"@SatSamundarPaar @tonyjustin @kapskom Whatever you say,finally most important thing is - even the last citizen should not go hungry. But because of this govts blunders- like demonetisation, many have lost their livehoods and unemployment is at its peak To make people forget these you are stimulating religious hatred"
144,159,1.5812E+18,0,0,0,"@AmanMalik7774 @NAYAKHK @coderhs @Ravisutanjani For people to pay taxes you have to develop the country and focus on the economy rather than divide them on the basis of religion. How are people supposed to pay taxes when they can barely afford food? Black money is also a reason, but I thought demonetisation finished that."
145,160,1.58119E+18,0,0,0,"@narendramodi If possible, Demonetisation in Jurisdiction as early as possible. 🙏"
146,161,1.58118E+18,1,0,0,"@ranjona Hearing on Saturday. But, can't hear cases pending for years together of National importance, EB's, Demonetisation etc. And still people say have faith in justice. 🤦‍♂️"
147,162,1.58118E+18,0,0,0,"@TheLallantop Come out with a report on #demonetisation, it's lingering effect on the economy till today."
148,163,1.58118E+18,2,1,0,"@Aamir_Kuraishi Lot of Josh. Like #DEMONetisation 
Full BJP &amp; Bhakts were in Josh.
But it was disaster."
149,165,1.58117E+18,1,0,0,"@srivatsayb @RahulGandhi Man who mocked demonetisation which almost put an end to parallel economy, predicted GST  failure,but it plugged the leak of tax evasion hitherto by traders with connivance of bureaucrats, most  corrupt dynasty discarded by people,made fun of  make in India as  Bubber Sher."
150,166,1.58116E+18,1,1,0,"@Genericscholar @Justwee256256 @BallalPrashanth @satishacharya @moliticsindia If you have to prove something, you need empirical data. You are saying demonetisation claimed 100 lives. On what basis do you say they would not die if demonetisation did not happen? Give reasonable proof before making stupid arguments."
